vendor,sending_zip,receiving_zip,vendor_B_pricing,
vendor_B,22009,21082,18,
vendor_B,23589,21082,18,
vendor_B,22001,21084,16,
vendor_B,22009,21084,16,
vendor_B,23589,21084,16,
vendor_B,22001,21085,16,
vendor_B,22009,21085,16,
vendor_B,23589,21085,16,
vendor_B,22001,21087,18,
vendor_B,22009,21087,18,
vendor_B,23589,21087,18,
vendor_B,22001,21090,16,
vendor_B,22009,21090,16,
vendor_B,23589,21090,16,
vendor_B,22001,21093,16,
vendor_B,22009,21093,16,
vendor_B,23589,21093,16,
vendor_B,22001,21102,18,
vendor_B,22009,21102,18,
vendor_B,23589,21102,18,
vendor_B,22001,21104,18,
vendor_B,22009,21104,18,
vendor_B,23589,21104,18,
vendor_B,22001,21108,16,
vendor_B,22009,21108,16,
vendor_B,23589,21108,16,
vendor_B,22001,21111,16,
vendor_B,22009,21111,16,
vendor_B,23589,21111,16,
vendor_B,22001,21113,16,
vendor_B,22009,21113,16,
vendor_B,23589,21113,16,
vendor_B,22001,21114,15,
vendor_B,22009,21114,15,
vendor_B,23589,21114,15,
vendor_B,22001,21117,16,
vendor_B,22009,21117,16,
vendor_B,23589,21117,16,
vendor_B,22001,21120,16,
vendor_B,22009,21120,16,
vendor_B,23589,21120,16,
vendor_B,22001,21122,16,
vendor_B,22009,21122,16,
vendor_B,23589,21122,16,
vendor_B,22001,21128,16,
vendor_B,22009,21128,16,
vendor_B,23589,21128,16,
vendor_B,22001,21131,16,
vendor_B,22009,21131,16,
vendor_B,23589,21131,16,
vendor_B,22001,21133,16,
vendor_B,22009,21133,16,
vendor_B,23589,21133,16,
vendor_B,22001,21136,16,
vendor_B,22009,21136,16,
vendor_B,23589,21136,16,
vendor_B,22001,21140,16,
vendor_B,22009,21140,16,
vendor_B,23589,21140,16,
vendor_B,22001,21144,16,
vendor_B,22009,21144,16,
vendor_B,23589,21144,16,
vendor_B,22001,21146,16,
vendor_B,22009,21146,16,
vendor_B,23589,21146,16,
vendor_B,22001,21152,16,
vendor_B,22009,21152,16,
vendor_B,23589,21152,16,
vendor_B,22001,21153,16,
vendor_B,22009,21153,16,
vendor_B,23589,21153,16,
vendor_B,22001,21154,16,
vendor_B,22009,21154,16,
vendor_B,23589,21154,16,
vendor_B,22001,21157,18,
vendor_B,22009,21157,18,
vendor_B,23589,21157,18,
vendor_B,22001,21158,16,
vendor_B,22009,21158,16,
vendor_B,23589,21158,16,
vendor_B,22001,21161,16,
vendor_B,22009,21161,16,
vendor_B,23589,21161,16,
vendor_B,22001,21162,16,
vendor_B,22009,21162,16,
vendor_B,23589,21162,16,
vendor_B,22001,21163,16,
vendor_B,22009,21163,16,
vendor_B,23589,21163,16,
vendor_B,22001,21201,15,
vendor_B,22009,21201,15,
vendor_B,23589,21201,15,
vendor_B,22001,21202,16,
vendor_B,22009,21202,16,
vendor_B,23589,21202,16,
vendor_B,22001,21204,16,
vendor_B,22009,21204,16,
vendor_B,23589,21204,16,
vendor_B,22001,21206,16,
vendor_B,22009,21206,16,
vendor_B,23589,21206,16,
vendor_B,22001,21207,16,
vendor_B,22009,21207,16,
vendor_B,23589,21207,16,
vendor_B,22001,21208,16,
vendor_B,22009,21208,16,
vendor_B,23589,21208,16,
vendor_B,22001,21209,16,
vendor_B,22009,21209,16,
vendor_B,23589,21209,16,
vendor_B,22001,21210,16,
vendor_B,22009,21210,16,
vendor_B,23589,21210,16,
vendor_B,22001,21211,18,
vendor_B,22009,21211,18,
vendor_B,23589,21211,18,
vendor_B,22001,21212,16,
vendor_B,22009,21212,16,
vendor_B,23589,21212,16,
vendor_B,22001,21213,16,
vendor_B,22009,21213,16,
vendor_B,23589,21213,16,
vendor_B,22001,21214,14,
vendor_B,22009,21214,14,
vendor_B,23589,21214,14,
vendor_B,22001,21215,16,
vendor_B,22009,21215,16,
vendor_B,23589,21215,16,
vendor_B,22001,21216,16,
vendor_B,22009,21216,16,
vendor_B,23589,21216,16,
vendor_B,22001,21217,16,
vendor_B,22009,21217,16,
vendor_B,23589,21217,16,
vendor_B,22001,21218,16,
vendor_B,22009,21218,16,
vendor_B,23589,21218,16,
vendor_B,22001,21219,14,
vendor_B,22009,21219,14,
vendor_B,23589,21219,14,
vendor_B,22001,21220,16,
vendor_B,22009,21220,16,
vendor_B,23589,21220,16,
vendor_B,22001,21221,16,
vendor_B,22009,21221,16,
vendor_B,23589,21221,16,
vendor_B,22001,21222,16,
vendor_B,22009,21222,16,
vendor_B,23589,21222,16,
vendor_B,22001,21224,16,
vendor_B,22009,21224,16,
vendor_B,23589,21224,16,
vendor_B,22001,21225,16,
vendor_B,22009,21225,16,
vendor_B,23589,21225,16,
vendor_B,22001,21227,16,
vendor_B,22009,21227,16,
vendor_B,23589,21227,16,
vendor_B,22001,21228,16,
vendor_B,22009,21228,16,
vendor_B,23589,21228,16,
vendor_B,22001,21229,16,
vendor_B,22009,21229,16,
vendor_B,23589,21229,16,
vendor_B,22001,21230,16,
vendor_B,22009,21230,16,
vendor_B,23589,21230,16,
vendor_B,22001,21231,16,
vendor_B,22009,21231,16,
vendor_B,23589,21231,16,
vendor_B,22001,21234,18,
vendor_B,22009,21234,18,
vendor_B,23589,21234,18,
vendor_B,22001,21236,16,
vendor_B,22009,21236,16,
vendor_B,23589,21236,16,
vendor_B,22001,21237,16,
vendor_B,22009,21237,16,
vendor_B,23589,21237,16,
vendor_B,22001,21239,16,
vendor_B,22009,21239,16,
vendor_B,23589,21239,16,
vendor_B,22001,21244,16,
vendor_B,22009,21244,16,
vendor_B,23589,21244,16,
vendor_B,22001,21286,16,
vendor_B,22009,21286,16,
vendor_B,23589,21286,16,
vendor_B,22001,21287,16,
vendor_B,22009,21287,16,
vendor_B,23589,21287,16,
vendor_B,22001,21401,16,
vendor_B,22009,21401,16,
vendor_B,23589,21401,16,
vendor_B,22001,21403,16,
vendor_B,22009,21403,16,
vendor_B,23589,21403,16,
vendor_B,22001,21405,16,
vendor_B,22009,21405,16,
vendor_B,23589,21405,16,
vendor_B,22001,21409,16,
vendor_B,22009,21409,16,
vendor_B,23589,21409,16,
vendor_B,22001,21502,16,
vendor_B,22009,21502,16,
vendor_B,23589,21502,16,
vendor_B,22001,21531,16,
vendor_B,22009,21531,16,
vendor_B,23589,21531,16,
vendor_B,22001,21532,16,
vendor_B,22009,21532,16,
vendor_B,23589,21532,16,
vendor_B,22001,21550,16,
vendor_B,22009,21550,16,
vendor_B,23589,21550,16,
vendor_B,22001,21555,16,
vendor_B,22009,21555,16,
vendor_B,23589,21555,16,
vendor_B,22001,21601,16,
vendor_B,22009,21601,16,
vendor_B,23589,21601,16,
vendor_B,22001,21613,16,
vendor_B,22009,21613,16,
vendor_B,23589,21613,16,
vendor_B,22001,21617,16,
vendor_B,22009,21617,16,
vendor_B,23589,21617,16,
vendor_B,22001,21619,16,
vendor_B,22009,21619,16,
vendor_B,23589,21619,16,
vendor_B,22001,21620,16,
vendor_B,22009,21620,16,
vendor_B,23589,21620,16,
vendor_B,22001,21638,16,
vendor_B,22009,21638,16,
vendor_B,23589,21638,16,
vendor_B,22001,21639,16,
vendor_B,22009,21639,16,
vendor_B,23589,21639,16,
vendor_B,22001,21654,16,
vendor_B,22009,21654,16,
vendor_B,23589,21654,16,
vendor_B,22001,21655,16,
vendor_B,22009,21655,16,
vendor_B,23589,21655,16,
vendor_B,22001,21658,16,
vendor_B,22009,21658,16,
vendor_B,23589,21658,16,
vendor_B,22001,21663,14,
vendor_B,22009,21663,14,
vendor_B,23589,21663,14,
vendor_B,22001,21666,16,
vendor_B,22009,21666,16,
vendor_B,23589,21666,16,
vendor_B,22001,21678,16,
vendor_B,22009,21678,16,
vendor_B,23589,21678,16,
vendor_B,22001,21701,16,
vendor_B,22009,21701,16,
vendor_B,23589,21701,16,
vendor_B,22001,21702,16,
vendor_B,22009,21702,16,
vendor_B,23589,21702,16,
vendor_B,22001,21703,16,
vendor_B,22009,21703,16,
vendor_B,23589,21703,16,
vendor_B,22001,21704,16,
vendor_B,22009,21704,16,
vendor_B,23589,21704,16,
vendor_B,22001,21710,16,
vendor_B,22009,21710,16,
vendor_B,23589,21710,16,
vendor_B,22001,21713,16,
vendor_B,22009,21713,16,
vendor_B,23589,21713,16,
vendor_B,22001,21716,16,
vendor_B,22009,21716,16,
vendor_B,23589,21716,16,
vendor_B,22001,21722,16,
vendor_B,22009,21722,16,
vendor_B,23589,21722,16,
vendor_B,22001,21727,16,
vendor_B,22009,21727,16,
vendor_B,23589,21727,16,
vendor_B,22001,21737,16,
vendor_B,22009,21737,16,
vendor_B,23589,21737,16,
vendor_B,22001,21738,16,
vendor_B,22009,21738,16,
vendor_B,23589,21738,16,
vendor_B,22001,21742,16,
vendor_B,22009,21742,16,
vendor_B,23589,21742,16,
vendor_B,22001,21754,16,
vendor_B,22009,21754,16,
vendor_B,23589,21754,16,
vendor_B,22001,21769,16,
vendor_B,22009,21769,16,
vendor_B,23589,21769,16,
vendor_B,22001,21770,16,
vendor_B,22009,21770,16,
vendor_B,23589,21770,16,
vendor_B,22001,21771,16,
vendor_B,22009,21771,16,
vendor_B,23589,21771,16,
vendor_B,22001,21773,16,
vendor_B,22009,21773,16,
vendor_B,23589,21773,16,
vendor_B,22001,21774,16,
vendor_B,22009,21774,16,
vendor_B,23589,21774,16,
vendor_B,22001,21776,16,
vendor_B,22009,21776,16,
vendor_B,23589,21776,16,
vendor_B,22001,21777,16,
vendor_B,22009,21777,16,
vendor_B,23589,21777,16,
vendor_B,22001,21783,16,
vendor_B,22009,21783,16,
vendor_B,23589,21783,16,
vendor_B,22001,21784,16,
vendor_B,22009,21784,16,
vendor_B,23589,21784,16,
vendor_B,22001,21791,16,
vendor_B,22009,21791,16,
vendor_B,23589,21791,16,
vendor_B,22001,21793,16,
vendor_B,22009,21793,16,
vendor_B,23589,21793,16,
vendor_B,22001,21794,16,
vendor_B,22009,21794,16,
vendor_B,23589,21794,16,
vendor_B,22001,21797,16,
vendor_B,22009,21797,16,
vendor_B,23589,21797,16,
vendor_B,22001,21801,16,
vendor_B,22009,21801,16,
vendor_B,23589,21801,16,
vendor_B,22001,21811,16,
vendor_B,22009,21811,16,
vendor_B,23589,21811,16,
vendor_B,22001,21813,16,
vendor_B,22009,21813,16,
vendor_B,23589,21813,16,
vendor_B,22001,21842,16,
vendor_B,22009,21842,16,
vendor_B,23589,21842,16,
vendor_B,22001,21851,16,
vendor_B,22009,21851,16,
vendor_B,23589,21851,16,
vendor_B,22001,21853,15,
vendor_B,22009,21853,15,
vendor_B,23589,21853,15,
vendor_B,22001,21863,16,
vendor_B,22009,21863,16,
vendor_B,23589,21863,16,
vendor_B,22001,21875,16,
vendor_B,22009,21875,16,
vendor_B,23589,21875,16,
vendor_B,22001,21901,16,
vendor_B,22009,21901,16,
vendor_B,23589,21901,16,
vendor_B,22001,21915,16,
vendor_B,22009,21915,16,
vendor_B,23589,21915,16,
vendor_B,22001,21917,16,
vendor_B,22009,21917,16,
vendor_B,23589,21917,16,
vendor_B,22001,21921,14,
vendor_B,22009,21921,14,
vendor_B,23589,21921,14,
vendor_B,22001,22003,16,
vendor_B,22009,22003,16,
vendor_B,23589,22003,16,
vendor_B,22001,22015,16,
vendor_B,22009,22015,16,
vendor_B,23589,22015,16,
vendor_B,22001,22025,16,
vendor_B,22009,22025,16,
vendor_B,23589,22025,16,
vendor_B,22001,22026,16,
vendor_B,22009,22026,16,
vendor_B,23589,22026,16,
vendor_B,22001,22027,16,
vendor_B,22009,22027,16,
vendor_B,23589,22027,16,
vendor_B,22001,22030,16,
vendor_B,22009,22030,16,
vendor_B,23589,22030,16,
vendor_B,22001,22031,16,
vendor_B,22009,22031,16,
vendor_B,23589,22031,16,
vendor_B,22001,22032,16,
vendor_B,22009,22032,16,
vendor_B,23589,22032,16,
vendor_B,22001,22033,16,
vendor_B,22009,22033,16,
vendor_B,23589,22033,16,
vendor_B,22001,22035,16,
vendor_B,22009,22035,16,
vendor_B,23589,22035,16,
vendor_B,22001,22039,16,
vendor_B,22009,22039,16,
vendor_B,23589,22039,16,
vendor_B,22001,22041,16,
vendor_B,22009,22041,16,
vendor_B,23589,22041,16,
vendor_B,22001,22042,16,
vendor_B,22009,22042,16,
vendor_B,23589,22042,16,
vendor_B,22001,22043,16,
vendor_B,22009,22043,16,
vendor_B,23589,22043,16,
vendor_B,22001,22044,16,
vendor_B,22009,22044,16,
vendor_B,23589,22044,16,
vendor_B,22001,22046,16,
vendor_B,22009,22046,16,
vendor_B,23589,22046,16,
vendor_B,22001,22060,16,
vendor_B,22009,22060,16,
vendor_B,23589,22060,16,
vendor_B,22001,22066,15,
vendor_B,22009,22066,15,
vendor_B,23589,22066,15,
vendor_B,22001,22078,16,
vendor_B,22009,22078,16,
vendor_B,23589,22078,16,
vendor_B,22001,22079,16,
vendor_B,22009,22079,16,
vendor_B,23589,22079,16,
vendor_B,22001,22101,16,
vendor_B,22009,22101,16,
vendor_B,23589,22101,16,
vendor_B,22001,22102,16,
vendor_B,22009,22102,16,
vendor_B,23589,22102,16,
vendor_B,22001,22124,16,
vendor_B,22009,22124,16,
vendor_B,23589,22124,16,
vendor_B,22001,22125,15,
vendor_B,22009,22125,15,
vendor_B,23589,22125,15,
vendor_B,22001,22150,16,
vendor_B,22009,22150,16,
vendor_B,23589,22150,16,
vendor_B,22001,22151,16,
vendor_B,22009,22151,16,
vendor_B,23589,22151,16,
vendor_B,22001,22152,16,
vendor_B,22009,22152,16,
vendor_B,23589,22152,16,
vendor_B,22001,22153,16,
vendor_B,22009,22153,16,
vendor_B,23589,22153,16,
vendor_B,22001,22180,16,
vendor_B,22009,22180,16,
vendor_B,23589,22180,16,
vendor_B,22001,22181,16,
vendor_B,22009,22181,16,
vendor_B,23589,22181,16,
vendor_B,22001,22182,16,
vendor_B,22009,22182,16,
vendor_B,23589,22182,16,
vendor_B,22001,22191,16,
vendor_B,22009,22191,16,
vendor_B,23589,22191,16,
vendor_B,22001,22192,16,
vendor_B,22009,22192,16,
vendor_B,23589,22192,16,
vendor_B,22001,22193,16,
vendor_B,22009,22193,16,
vendor_B,23589,22193,16,
vendor_B,22001,22201,16,
vendor_B,22009,22201,16,
vendor_B,23589,22201,16,
vendor_B,22001,22202,16,
vendor_B,22009,22202,16,
vendor_B,23589,22202,16,
vendor_B,22001,22203,16,
vendor_B,22009,22203,16,
vendor_B,23589,22203,16,
vendor_B,22001,22204,16,
vendor_B,22009,22204,16,
vendor_B,23589,22204,16,
vendor_B,22001,22205,14,
vendor_B,22009,22205,14,
vendor_B,23589,22205,14,
vendor_B,22001,22206,16,
vendor_B,22009,22206,16,
vendor_B,23589,22206,16,
vendor_B,22001,22207,16,
vendor_B,22009,22207,16,
vendor_B,23589,22207,16,
vendor_B,22001,22209,16,
vendor_B,22009,22209,16,
vendor_B,23589,22209,16,
vendor_B,22001,22213,14,
vendor_B,22009,22213,14,
vendor_B,23589,22213,14,
vendor_B,22001,22301,16,
vendor_B,22009,22301,16,
vendor_B,23589,22301,16,
vendor_B,22001,22302,16,
vendor_B,22009,22302,16,
vendor_B,23589,22302,16,
vendor_B,22001,22303,16,
vendor_B,22009,22303,16,
vendor_B,23589,22303,16,
vendor_B,22001,22304,16,
vendor_B,22009,22304,16,
vendor_B,23589,22304,16,
vendor_B,22001,22305,16,
vendor_B,22009,22305,16,
vendor_B,23589,22305,16,
vendor_B,22001,22306,16,
vendor_B,22009,22306,16,
vendor_B,23589,22306,16,
vendor_B,22001,22307,16,
vendor_B,22009,22307,16,
vendor_B,23589,22307,16,
vendor_B,22001,22308,16,
vendor_B,22009,22308,16,
vendor_B,23589,22308,16,
vendor_B,22001,22309,14,
vendor_B,22009,22309,14,
vendor_B,23589,22309,14,
vendor_B,22001,22310,16,
vendor_B,22009,22310,16,
vendor_B,23589,22310,16,
vendor_B,22001,22311,18,
vendor_B,22009,22311,18,
vendor_B,23589,22311,18,
vendor_B,22001,22312,16,
vendor_B,22009,22312,16,
vendor_B,23589,22312,16,
vendor_B,22001,22314,16,
vendor_B,22009,22314,16,
vendor_B,23589,22314,16,
vendor_B,22001,22315,14,
vendor_B,22009,22315,14,
vendor_B,23589,22315,14,
vendor_B,22001,22401,16,
vendor_B,22009,22401,16,
vendor_B,23589,22401,16,
vendor_B,22001,22405,16,
vendor_B,22009,22405,16,
vendor_B,23589,22405,16,
vendor_B,22001,22406,16,
vendor_B,22009,22406,16,
vendor_B,23589,22406,16,
vendor_B,22001,22407,16,
vendor_B,22009,22407,16,
vendor_B,23589,22407,16,
vendor_B,22001,22408,16,
vendor_B,22009,22408,16,
vendor_B,23589,22408,16,
vendor_B,22001,22443,16,
vendor_B,22009,22443,16,
vendor_B,23589,22443,16,
vendor_B,22001,22448,14,
vendor_B,22009,22448,14,
vendor_B,23589,22448,14,
vendor_B,22001,22473,16,
vendor_B,22009,22473,16,
vendor_B,23589,22473,16,
vendor_B,22001,22482,16,
vendor_B,22009,22482,16,
vendor_B,23589,22482,16,
vendor_B,22001,22485,16,
vendor_B,22009,22485,16,
vendor_B,23589,22485,16,
vendor_B,22001,22488,15,
vendor_B,22009,22488,15,
vendor_B,23589,22488,15,
vendor_B,22001,22508,16,
vendor_B,22009,22508,16,
vendor_B,23589,22508,16,
vendor_B,22001,22514,16,
vendor_B,22009,22514,16,
vendor_B,23589,22514,16,
vendor_B,22001,22546,16,
vendor_B,22009,22546,16,
vendor_B,23589,22546,16,
vendor_B,22001,22551,16,
vendor_B,22009,22551,16,
vendor_B,23589,22551,16,
vendor_B,22001,22553,16,
vendor_B,22009,22553,16,
vendor_B,23589,22553,16,
vendor_B,22001,22554,16,
vendor_B,22009,22554,16,
vendor_B,23589,22554,16,
vendor_B,22001,22556,16,
vendor_B,22009,22556,16,
vendor_B,23589,22556,16,
vendor_B,22001,22560,16,
vendor_B,22009,22560,16,
vendor_B,23589,22560,16,
vendor_B,22001,22572,16,
vendor_B,22009,22572,16,
vendor_B,23589,22572,16,
vendor_B,22001,22576,16,
vendor_B,22009,22576,16,
vendor_B,23589,22576,16,
vendor_B,22001,22601,16,
vendor_B,22009,22601,16,
vendor_B,23589,22601,16,
vendor_B,22001,22602,14,
vendor_B,22009,22602,14,
vendor_B,23589,22602,14,
vendor_B,22001,22603,16,
vendor_B,22009,22603,16,
vendor_B,23589,22603,16,
vendor_B,22001,22611,14,
vendor_B,22009,22611,14,
vendor_B,23589,22611,14,
vendor_B,22001,22620,16,
vendor_B,22009,22620,16,
vendor_B,23589,22620,16,
vendor_B,22001,22625,16,
vendor_B,22009,22625,16,
vendor_B,23589,22625,16,
vendor_B,22001,22630,14,
vendor_B,22009,22630,14,
vendor_B,23589,22630,14,
vendor_B,22001,22637,16,
vendor_B,22009,22637,16,
vendor_B,23589,22637,16,
vendor_B,22001,22642,16,
vendor_B,22009,22642,16,
vendor_B,23589,22642,16,
vendor_B,22001,22650,16,
vendor_B,22009,22650,16,
vendor_B,23589,22650,16,
vendor_B,22001,22656,16,
vendor_B,22009,22656,16,
vendor_B,23589,22656,16,
vendor_B,22001,22664,14,
vendor_B,22009,22664,14,
vendor_B,23589,22664,14,
vendor_B,22001,22701,16,
vendor_B,22009,22701,16,
vendor_B,23589,22701,16,
vendor_B,22001,22714,16,
vendor_B,22009,22714,16,
vendor_B,23589,22714,16,
vendor_B,22001,22716,16,
vendor_B,22009,22716,16,
vendor_B,23589,22716,16,
vendor_B,22001,22724,16,
vendor_B,22009,22724,16,
vendor_B,23589,22724,16,
vendor_B,22001,22727,16,
vendor_B,22009,22727,16,
vendor_B,23589,22727,16,
vendor_B,22001,22728,16,
vendor_B,22009,22728,16,
vendor_B,23589,22728,16,
vendor_B,22001,22735,16,
vendor_B,22009,22735,16,
vendor_B,23589,22735,16,
vendor_B,22001,22741,16,
vendor_B,22009,22741,16,
vendor_B,23589,22741,16,
vendor_B,22001,22747,16,
vendor_B,22009,22747,16,
vendor_B,23589,22747,16,
vendor_B,22001,22801,16,
vendor_B,22009,22801,16,
vendor_B,23589,22801,16,
vendor_B,22001,22802,16,
vendor_B,22009,22802,16,
vendor_B,23589,22802,16,
vendor_B,22001,22812,15,
vendor_B,22009,22812,15,
vendor_B,23589,22812,15,
vendor_B,22001,22815,18,
vendor_B,22009,22815,18,
vendor_B,23589,22815,18,
vendor_B,22001,22824,16,
vendor_B,22009,22824,16,
vendor_B,23589,22824,16,
vendor_B,22001,22834,16,
vendor_B,22009,22834,16,
vendor_B,23589,22834,16,
vendor_B,22001,22835,16,
vendor_B,22009,22835,16,
vendor_B,23589,22835,16,
vendor_B,22001,22840,16,
vendor_B,22009,22840,16,
vendor_B,23589,22840,16,
vendor_B,22001,22842,14,
vendor_B,22009,22842,14,
vendor_B,23589,22842,14,
vendor_B,22001,22846,16,
vendor_B,22009,22846,16,
vendor_B,23589,22846,16,
vendor_B,22001,22853,16,
vendor_B,22009,22853,16,
vendor_B,23589,22853,16,
vendor_B,22001,22901,16,
vendor_B,22009,22901,16,
vendor_B,23589,22901,16,
vendor_B,22001,22902,16,
vendor_B,22009,22902,16,
vendor_B,23589,22902,16,
vendor_B,22001,22903,16,
vendor_B,22009,22903,16,
vendor_B,23589,22903,16,
vendor_B,22001,22904,16,
vendor_B,22009,22904,16,
vendor_B,23589,22904,16,
vendor_B,22001,22911,16,
vendor_B,22009,22911,16,
vendor_B,23589,22911,16,
vendor_B,22001,22932,16,
vendor_B,22009,22932,16,
vendor_B,23589,22932,16,
vendor_B,22001,22935,16,
vendor_B,22009,22935,16,
vendor_B,23589,22935,16,
vendor_B,22001,22936,16,
vendor_B,22009,22936,16,
vendor_B,23589,22936,16,
vendor_B,22001,22939,16,
vendor_B,22009,22939,16,
vendor_B,23589,22939,16,
vendor_B,22001,22942,16,
vendor_B,22009,22942,16,
vendor_B,23589,22942,16,
vendor_B,22001,22943,15,
vendor_B,22009,22943,15,
vendor_B,23589,22943,15,
vendor_B,22001,22947,16,
vendor_B,22009,22947,16,
vendor_B,23589,22947,16,
vendor_B,22001,22958,16,
vendor_B,22009,22958,16,
vendor_B,23589,22958,16,
vendor_B,22001,22960,16,
vendor_B,22009,22960,16,
vendor_B,23589,22960,16,
vendor_B,22001,22963,16,
vendor_B,22009,22963,16,
vendor_B,23589,22963,16,
vendor_B,22001,22967,16,
vendor_B,22009,22967,16,
vendor_B,23589,22967,16,
vendor_B,22001,22973,16,
vendor_B,22009,22973,16,
vendor_B,23589,22973,16,
vendor_B,22001,22974,16,
vendor_B,22009,22974,16,
vendor_B,23589,22974,16,
vendor_B,22001,22980,16,
vendor_B,22009,22980,16,
vendor_B,23589,22980,16,
vendor_B,22001,23002,16,
vendor_B,22009,23002,16,
vendor_B,23589,23002,16,
vendor_B,22001,23005,18,
vendor_B,22009,23005,18,
vendor_B,23589,23005,18,
vendor_B,22001,23009,16,
vendor_B,22009,23009,16,
vendor_B,23589,23009,16,
vendor_B,22001,23015,16,
vendor_B,22009,23015,16,
vendor_B,23589,23015,16,
vendor_B,22001,23021,18,
vendor_B,22009,23021,18,
vendor_B,23589,23021,18,
vendor_B,22001,23031,16,
vendor_B,22009,23031,16,
vendor_B,23589,23031,16,
vendor_B,22001,23040,16,
vendor_B,22009,23040,16,
vendor_B,23589,23040,16,
vendor_B,22001,23059,16,
vendor_B,22009,23059,16,
vendor_B,23589,23059,16,
vendor_B,22001,23060,16,
vendor_B,22009,23060,16,
vendor_B,23589,23060,16,
vendor_B,22001,23061,16,
vendor_B,22009,23061,16,
vendor_B,23589,23061,16,
vendor_B,22001,23069,16,
vendor_B,22009,23069,16,
vendor_B,23589,23069,16,
vendor_B,22001,23072,16,
vendor_B,22009,23072,16,
vendor_B,23589,23072,16,
vendor_B,22001,23086,16,
vendor_B,22009,23086,16,
vendor_B,23589,23086,16,
vendor_B,22001,23093,16,
vendor_B,22009,23093,16,
vendor_B,23589,23093,16,
vendor_B,22001,23102,16,
vendor_B,22009,23102,16,
vendor_B,23589,23102,16,
vendor_B,22001,23103,16,
vendor_B,22009,23103,16,
vendor_B,23589,23103,16,
vendor_B,22001,23111,16,
vendor_B,22009,23111,16,
vendor_B,23589,23111,16,
vendor_B,22001,23112,16,
vendor_B,22009,23112,16,
vendor_B,23589,23112,16,
vendor_B,22001,23113,16,
vendor_B,22009,23113,16,
vendor_B,23589,23113,16,
vendor_B,22001,23114,16,
vendor_B,22009,23114,16,
vendor_B,23589,23114,16,
vendor_B,22001,23116,16,
vendor_B,22009,23116,16,
vendor_B,23589,23116,16,
vendor_B,22001,23117,18,
vendor_B,22009,23117,18,
vendor_B,23589,23117,18,
vendor_B,22001,23120,18,
vendor_B,22009,23120,18,
vendor_B,23589,23120,18,
vendor_B,22001,23124,14,
vendor_B,22009,23124,14,
vendor_B,23589,23124,14,
vendor_B,22001,23129,16,
vendor_B,22009,23129,16,
vendor_B,23589,23129,16,
vendor_B,22001,23139,16,
vendor_B,22009,23139,16,
vendor_B,23589,23139,16,
vendor_B,22001,23140,16,
vendor_B,22009,23140,16,
vendor_B,23589,23140,16,
vendor_B,22001,23141,16,
vendor_B,22009,23141,16,
vendor_B,23589,23141,16,
vendor_B,22001,23150,16,
vendor_B,22009,23150,16,
vendor_B,23589,23150,16,
vendor_B,22001,23168,16,
vendor_B,22009,23168,16,
vendor_B,23589,23168,16,
vendor_B,22001,23173,16,
vendor_B,22009,23173,16,
vendor_B,23589,23173,16,
vendor_B,22001,23181,16,
vendor_B,22009,23181,16,
vendor_B,23589,23181,16,
vendor_B,22001,23185,18,
vendor_B,22009,23185,18,
vendor_B,23589,23185,18,
vendor_B,22001,23188,16,
vendor_B,22009,23188,16,
vendor_B,23589,23188,16,
vendor_B,22001,23219,16,
vendor_B,22009,23219,16,
vendor_B,23589,23219,16,
vendor_B,22001,23220,16,
vendor_B,22009,23220,16,
vendor_B,23589,23220,16,
vendor_B,22001,23221,16,
vendor_B,22009,23221,16,
vendor_B,23589,23221,16,
vendor_B,22001,23222,16,
vendor_B,22009,23222,16,
vendor_B,23589,23222,16,
vendor_B,22001,23223,16,
vendor_B,22009,23223,16,
vendor_B,23589,23223,16,
vendor_B,22001,23224,16,
vendor_B,22009,23224,16,
vendor_B,23589,23224,16,
vendor_B,22001,23225,16,
vendor_B,22009,23225,16,
vendor_B,23589,23225,16,
vendor_B,22001,23226,16,
vendor_B,22009,23226,16,
vendor_B,23589,23226,16,
vendor_B,22001,23227,16,
vendor_B,22009,23227,16,
vendor_B,23589,23227,16,
vendor_B,22001,23228,16,
vendor_B,22009,23228,16,
vendor_B,23589,23228,16,
vendor_B,22001,23229,16,
vendor_B,22009,23229,16,
vendor_B,23589,23229,16,
vendor_B,22001,23230,16,
vendor_B,22009,23230,16,
vendor_B,23589,23230,16,
vendor_B,22001,23231,16,
vendor_B,22009,23231,16,
vendor_B,23589,23231,16,
vendor_B,22001,23233,16,
vendor_B,22009,23233,16,
vendor_B,23589,23233,16,
vendor_B,22001,23234,16,
vendor_B,22009,23234,16,
vendor_B,23589,23234,16,
vendor_B,22001,23235,16,
vendor_B,22009,23235,16,
vendor_B,23589,23235,16,
vendor_B,22001,23236,16,
vendor_B,22009,23236,16,
vendor_B,23589,23236,16,
vendor_B,22001,23237,16,
vendor_B,22009,23237,16,
vendor_B,23589,23237,16,
vendor_B,22001,23238,16,
vendor_B,22009,23238,16,
vendor_B,23589,23238,16,
vendor_B,22001,23294,18,
vendor_B,22009,23294,18,
vendor_B,23589,23294,18,
vendor_B,22001,23301,16,
vendor_B,22009,23301,16,
vendor_B,23589,23301,16,
vendor_B,22001,23308,16,
vendor_B,22009,23308,16,
vendor_B,23589,23308,16,
vendor_B,22001,23310,16,
vendor_B,22009,23310,16,
vendor_B,23589,23310,16,
vendor_B,22001,23314,16,
vendor_B,22009,23314,16,
